45, 3
47, 3
48, 3
49, 3
52, 3
55, 3
60, 3
67, 3
68, 3
71, 3
72, 3
74, 3
67, 4
68, 4
72, 4
74, 5
79, 5
74, 7
79, 7
18, 8
22, 8
25, 8
27, 8
28, 8
29, 8
32, 8
33, 8
34, 8
35, 8
37, 8
40, 8
45, 8
32, 10
33, 10
34, 10
35, 10
37, 10
39, 10
40, 10
43, 10
44, 10
47, 10
48, 10
49, 10
52, 10
55, 10
60, 10
74, 10
82, 11
86, 11
88, 11
89, 11
93, 11
94, 11
43, 12
60, 12
32, 13
34, 13
35, 13
40, 13
44, 13
45, 13
48, 13
49, 13
52, 13
60, 13
52, 14
60, 14
52, 15
60, 15
74, 15
114, 15
18, 16
32, 16
40, 16
45, 16
48, 16
49, 16
52, 16
60, 16
18, 17
32, 17
52, 17
55, 17
60, 17
93, 18
94, 18
97, 18
104, 18
114, 18
116, 18
126, 18
21, 19
24, 19
27, 19
29, 19
32, 19
34, 19
40, 19
44, 19
52, 19
55, 19
56, 19
58, 19
60, 19
74, 19
79, 19
32, 20
52, 20
56, 20
114, 20
32, 21
35, 21
52, 21
74, 21
79, 21
32, 22
52, 22
74, 22
79, 22
114, 22
40, 23
45, 23
48, 23
52, 23
54, 23
56, 23
76, 23
80, 23
82, 23
84, 23
86, 23
93, 23
97, 23
104, 23
4, 24
5, 24
6, 24
7, 24
9, 24
10, 24
11, 24
12, 24
13, 24
16, 24
19, 24
20, 24
21, 24
22, 24
27, 24
28, 24
74, 24
113, 24
114, 24
126, 24
31, 25
52, 25
55, 25
59, 25
10, 26
13, 26
31, 26
32, 26
93, 26
17, 27
31, 27
32, 27
41, 27
45, 27
52, 27
56, 27
59, 27
60, 27
62, 27
64, 27
72, 27
79, 27
126, 27
4, 28
31, 28
45, 28
76, 28
93, 28
94, 28
96, 28
97, 28
104, 28
10, 29
31, 29
32, 29
35, 29
52, 29
55, 29
59, 29
73, 29
76, 29
109, 29
4, 30
10, 30
29, 30
32, 30
45, 30
50, 30
73, 30
76, 30
79, 30
109, 30
113, 30
114, 30
4, 31
10, 31
31, 31
52, 31
59, 31
109, 31
113, 31
114, 31
126, 31
4, 32
31, 32
40, 32
45, 32
48, 32
51, 32
52, 32
59, 32
79, 32
89, 32
109, 32
113, 32
114, 32
126, 32
17, 33
31, 33
32, 33
45, 33
51, 33
58, 33
65, 33
70, 33
4, 34
31, 34
32, 34
35, 34
40, 34
45, 34
48, 34
49, 34
51, 34
52, 34
59, 34
79, 34
109, 34
113, 34
114, 34
126, 34
4, 35
32, 35
64, 35
65, 35
70, 35
76, 35
77, 35
80, 35
83, 35
93, 35
97, 35
4, 36
17, 36
31, 36
32, 36
40, 36
51, 36
59, 36
126, 36
4, 37
59, 37
91, 37
93, 37
109, 37
59, 38
76, 38
109, 38
4, 39
10, 39
29, 39
32, 39
35, 39
38, 39
39, 39
40, 39
41, 39
43, 39
45, 39
49, 39
54, 39
56, 39
57, 39
61, 39
66, 39
67, 39
70, 39
71, 39
76, 39
77, 39
79, 39
80, 39
81, 39
85, 39
89, 39
90, 39
91, 39
92, 39
93, 39
97, 39
99, 39
100, 39
101, 39
102, 39
105, 39
106, 39
107, 39
109, 39
111, 39
113, 39
114, 39
31, 40
32, 40
40, 40
51, 40
59, 40
66, 40
76, 40
79, 40
84, 40
91, 40
93, 40
109, 40
113, 40
126, 40
20, 41
29, 41
50, 41
59, 41
63, 41
79, 41
84, 41
89, 41
91, 41
93, 41
4, 42
10, 42
31, 42
51, 42
59, 42
79, 42
84, 42
89, 42
93, 42
99, 42
32, 43
51, 43
59, 43
74, 43
83, 43
86, 43
93, 43
109, 43
126, 43
4, 44
10, 44
17, 44
31, 44
32, 44
40, 44
51, 44
53, 44
59, 44
63, 44
66, 44
79, 44
84, 44
89, 44
94, 44
4, 45
26, 45
32, 45
40, 45
57, 45
60, 45
76, 45
91, 45
93, 45
109, 45
126, 45
4, 46
10, 46
31, 46
32, 46
40, 46
49, 46
57, 46
63, 46
71, 46
73, 46
76, 46
79, 46
91, 46
93, 46
126, 46
4, 47
31, 47
32, 47
51, 47
59, 47
79, 47
84, 47
89, 47
99, 47
109, 47
113, 47
4, 48
8, 48
9, 48
10, 48
11, 48
13, 48
16, 48
31, 48
50, 48
57, 48
58, 48
59, 48
60, 48
63, 48
65, 48
70, 48
83, 48
86, 48
93, 48
101, 48
109, 48
126, 48
10, 49
19, 49
32, 49
40, 49
18, 50
31, 50
32, 50
51, 50
59, 50
79, 50
91, 50
93, 50
109, 50
126, 50
8, 51
10, 51
19, 51
29, 51
31, 51
32, 51
40, 51
46, 51
48, 51
49, 51
50, 51
52, 51
53, 51
54, 51
55, 51
56, 51
57, 51
58, 51
59, 51
60, 51
62, 51
63, 51
64, 51
65, 51
66, 51
67, 51
68, 51
69, 51
70, 51
71, 51
72, 51
73, 51
77, 51
81, 51
82, 51
83, 51
84, 51
86, 51
89, 51
93, 51
94, 51
96, 51
99, 51
100, 51
101, 51
104, 51
107, 51
108, 51
111, 51
113, 51
126, 51
32, 52
40, 52
8, 53
91, 53
93, 53
109, 53
111, 53
113, 53
126, 53
4, 54
8, 54
10, 54
18, 54
29, 54
31, 54
32, 54
40, 54
46, 54
47, 54
49, 54
54, 54
57, 54
61, 54
65, 54
67, 54
68, 54
70, 54
79, 54
84, 54
85, 54
89, 54
90, 54
91, 54
93, 54
95, 54
99, 54
107, 54
110, 54
116, 54
126, 54
4, 55
8, 55
10, 55
17, 55
18, 55
31, 55
32, 55
40, 55
46, 55
51, 55
59, 55
63, 55
73, 55
76, 55
79, 55
91, 55
93, 55
109, 55
111, 55
113, 55
126, 55
17, 56
18, 56
20, 56
23, 56
26, 56
28, 56
32, 56
35, 56
37, 56
38, 56
43, 56
45, 56
49, 56
50, 56
52, 56
54, 56
55, 56
56, 56
57, 56
58, 56
59, 56
60, 56
62, 56
63, 56
64, 56
65, 56
67, 56
68, 56
69, 56
70, 56
71, 56
72, 56
73, 56
77, 56
79, 56
81, 56
82, 56
83, 56
85, 56
86, 56
93, 56
96, 56
99, 56
100, 56
101, 56
109, 56
4, 57
8, 57
10, 57
18, 57
31, 57
51, 57
59, 57
79, 57
84, 57
105, 57
2, 58
3, 58
5, 58
7, 58
8, 58
10, 58
14, 58
18, 58
19, 58
23, 58
25, 58
26, 58
32, 58
51, 58
59, 58
76, 58
89, 58
91, 58
93, 58
94, 58
103, 58
105, 58
109, 58
126, 58
4, 59
8, 59
11, 59
12, 59
13, 59
14, 59
15, 59
16, 59
19, 59
21, 59
22, 59
23, 59
24, 59
25, 59
26, 59
29, 59
32, 59
34, 59
36, 59
38, 59
39, 59
40, 59
41, 59
43, 59
46, 59
47, 59
48, 59
50, 59
54, 59
57, 59
61, 59
63, 59
64, 59
65, 59
66, 59
67, 59
70, 59
79, 59
84, 59
89, 59
91, 59
93, 59
94, 59
103, 59
108, 59
109, 59
111, 59
113, 59
116, 59
7, 60
18, 60
28, 60
31, 60
32, 60
40, 60
43, 60
46, 60
47, 60
48, 60
50, 60
51, 60
52, 60
54, 60
55, 60
56, 60
76, 60
91, 60
93, 60
95, 60
96, 60
97, 60
98, 60
99, 60
100, 60
101, 60
104, 60
106, 60
107, 60
110, 60
112, 60
114, 60
115, 60
117, 60
118, 60
119, 60
121, 60
123, 60
2, 61
18, 61
28, 61
31, 61
32, 61
51, 61
53, 61
93, 61
109, 61
4, 62
23, 62
28, 62
29, 62
31, 62
32, 62
46, 62
47, 62
51, 62
57, 62
62, 62
63, 62
64, 62
65, 62
66, 62
67, 62
68, 62
69, 62
70, 62
72, 62
73, 62
74, 62
75, 62
77, 62
78, 62
79, 62
80, 62
81, 62
82, 62
83, 62
84, 62
85, 62
86, 62
89, 62
93, 62
94, 62
95, 62
96, 62
99, 62
100, 62
101, 62
102, 62
103, 62
104, 62
106, 62
107, 62
108, 62
110, 62
111, 62
112, 62
113, 62
115, 62
